Участок-3;517;01.03.2021 21:24;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:25;0;1;3;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:25;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:29;0;1;3;;0:04:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:29;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:29;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:29;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:31;0;1;3;;0:02:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:32;1;1;3;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:32;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:37;1;1;3;0:05:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:37;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:37;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:42;0;1;3;;0:05:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:49;1;1;3;0:07:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 22:08;0;1;3;;0:19:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 22:10;1;1;3;0:02:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 22:17;0;1;3;;0:07:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 22:51;1;1;3;0:34:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 22:58;0;1;3;;0:07:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 22:58;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 22:58;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 22:59;1;1;3;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:01;0;1;3;;0:02:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:01;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:02;0;1;3;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:02;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:02;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:02;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:05;0;1;3;;0:03:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:05;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:10;0;1;3;;0:05:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:10;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:10;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:11;1;1;3;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:11;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:12;1;1;3;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:12;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:12;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:20;0;1;3;;0:08:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:25;1;1;3;0:05:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:25;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:41;1;1;3;0:16:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 23:48;0;1;3;;0:07:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:18;1;1;3;0:30:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:21;0;1;3;;0:03:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:22;1;1;3;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:22;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:22;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:22;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:23;1;1;3;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:24;0;1;3;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:24;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:25;0;1;3;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:25;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:25;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:25;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:25;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:26;1;1;3;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:26;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
